Dist. ID,Group,Year,Total Mathematics Number Tested,Total Mathematics Avg Scale Score,Total Reading ,Total Reading Average Scale Score,Total Writing ,Total Writing Avg Total Writing Scale Score
155,West Hartford,2013,786,270.1,784,258.1,788,268.6
155,Male,2013,387,269.4,385,255.1,387,255.8
155,Female,2013,399,270.8,399,261,401,280.9
156,West Haven,2006,538,236.1,539,228.8,533,238.8
156,Male,2006,260,238.7,261,224.8,256,227.9
156,Female,2006,278,233.7,278,232.6,277,248.8
156,West Haven,2007,543,235.9,542,226.3,540,245.5
156,Male,2007,272,234.4,271,220.4,270,233.9
156,Female,2007,271,237.4,271,232.3,270,257.2
156,West Haven,2008,504,237.8,504,230.5,504,249.4
156,Male,2008,248,234.9,248,224.6,248,238.3
156,Female,2008,256,240.7,256,236.2,256,260.2
156,West Haven,2009,497,237,490,232.8,510,251.8
156,Male,2009,257,236.8,251,228.6,266,242.8
156,Female,2009,240,237.2,239,237.2,244,261.6
156,West Haven,2010,467,243.8,460,234.5,495,246.2
156,Male,2010,230,244.3,224,233.2,245,236.1
156,Female,2010,237,243.3,236,235.6,250,256
156,West Haven,2011,460,242.1,451,230.3,474,242.7
156,Male,2011,225,245.8,218,232.7,234,236.5
156,Female,2011,235,238.5,233,228.1,240,248.7
156,West Haven,2012,440,240.6,431,230.4,463,239.2
156,Male,2012,228,239.2,223,226.4,241,230
156,Female,2012,212,242.1,208,234.8,222,249.2
156,West Haven,2013,434,239.4,428,229.9,466,233.9
156,Male,2013,208,242.5,203,227.9,233,224.7
156,Female,2013,226,236.6,225,231.7,233,243.1
157,Weston,2006,171,269.9,171,262.4,170,284.8
157,Male,2006,90,268.2,90,257,90,269.4
157,Female,2006,81,271.8,81,268.4,80,302
157,Weston,2007,211,274,211,262,211,272.1
157,Male,2007,90,279.2,90,262.4,90,261.7
157,Female,2007,121,270.1,121,261.6,121,279.8
157,Weston,2008,194,277.7,194,261.1,192,266.8
157,Male,2008,118,278.7,118,257.4,116,260.8
157,Female,2008,76,276,76,266.7,76,276
157,Weston,2009,196,281.2,195,265.7,199,264.7
157,Male,2009,101,283.8,100,259.5,102,253.4
157,Female,2009,95,278.5,95,272.2,97,276.6
157,Weston,2010,209,274.5,209,257.9,209,258.2
157,Male,2010,111,277.5,111,256.5,113,244.6
157,Female,2010,98,271.2,98,259.5,96,274.2
157,Weston,2011,173,291.8,173,264.4,173,265.2
157,Male,2011,91,293.9,91,262.1,91,252.7
157,Female,2011,82,289.5,82,267,82,279.1
157,Weston,2012,175,293.9,174,269.6,174,261.9
157,Male,2012,86,296.7,85,266.2,85,248.6
157,Female,2012,89,291.2,89,272.9,89,274.7
157,Weston,2013,172,292.1,171,263.6,175,259.2
157,Male,2013,97,290.7,95,261.2,97,245.5
157,Female,2013,75,294,76,266.6,78,276.2
158,Westport,2006,432,278.7,430,261.3,424,275.1
158,Male,2006,202,281.2,200,259.1,197,264.3
158,Female,2006,230,276.6,230,263.3,227,284.5
158,Westport,2007,423,282.2,423,258,422,272.8
158,Male,2007,205,284.3,205,255.1,205,262.2
158,Female,2007,218,280.3,218,260.7,217,282.9
158,Westport,2008,428,285.1,428,261.7,427,273.1
158,Male,2008,216,281.1,216,253.8,215,257
158,Female,2008,212,289.2,212,269.8,212,289.4
158,Westport,2009,454,292.3,453,263,462,275.9
158,Male,2009,252,291.3,250,257.5,255,264.3
158,Female,2009,202,293.5,203,269.9,207,290.3
158,Westport,2010,435,285.5,434,260.9,439,270.8
158,Male,2010,224,286.7,223,255.1,227,258
158,Female,2010,211,284.4,211,267.2,212,284.5
158,Westport,2011,421,283.4,419,258.8,424,270.6
158,Male,2011,225,287.4,224,260,227,261.6
158,Female,2011,196,278.9,195,257.5,197,281
158,Westport,2012,438,291.6,437,272.1,441,276.1
158,Male,2012,219,293.7,218,269.6,222,263.8
158,Female,2012,219,289.6,219,274.7,219,288.6
158,Westport,2013,430,290,429,267.5,431,264.1
158,Male,2013,228,292.8,226,264.7,226,254.9
158,Female,2013,202,286.9,203,270.5,205,274.2
159,Wethersfield,2006,261,250.6,260,238,260,255.8
159,Male,2006,141,252.4,141,238.6,140,248.4
159,Female,2006,120,248.5,119,237.2,120,264.4
159,Wethersfield,2007,328,257,328,241.3,325,254
159,Male,2007,175,255.2,175,237.5,173,243.6
159,Female,2007,153,259.1,153,245.6,152,265.8
159,Wethersfield,2008,269,256.9,268,238.4,265,254.2
159,Male,2008,145,254.6,144,231.1,142,243.6
159,Female,2008,124,259.7,124,246.9,123,266.4
159,Wethersfield,2009,277,263.5,277,243.2,282,256.7
159,Male,2009,141,262.9,140,237.8,140,244.9
159,Female,2009,136,264.1,137,248.7,142,268.4
159,Wethersfield,2010,272,261.3,268,244.5,274,257.7
159,Male,2010,138,263.5,135,241.6,140,244.8
159,Female,2010,134,259.1,133,247.4,134,271.1
159,Wethersfield,2011,266,264.7,264,242.4,271,251.9
159,Male,2011,129,266,127,239.9,133,241.1
159,Female,2011,137,263.5,137,244.7,138,262.4
159,Wethersfield,2012,256,267.2,255,247.4,261,254.9
159,Male,2012,128,267.2,129,244,131,245.5
159,Female,2012,128,267.1,126,250.9,130,264.4
159,Wethersfield,2013,287,266.5,284,246,291,245.2
159,Male,2013,144,266.2,143,243.6,145,236.1
159,Female,2013,143,266.7,141,248.5,146,254.2
160,Willington,2006,67,263.4,67,248.4,67,267.2
160,Male,2006,32,266.8,32,246.3,32,253.8
160,Female,2006,35,260.3,35,250.2,35,279.5
160,Willington,2007,50,249.2,49,237,50,254.9
160,Male,2007,26,263.9,26,242.7,26,252.4
160,Female,2007,24,233.3,23,230.7,24,257.6
160,Willington,2008,55,237.3,55,233.8,54,253.5
160,Male,2008,31,234.4,31,224.3,30,243.7
160,Female,2008,24,241.2,24,246.2,24,265.8
160,Willington,2009,64,245.1,58,243.4,63,247.9
160,Male,2009,35,243.2,31,239.9,34,230.7
160,Female,2009,29,247.3,27,247.4,29,268.1
160,Willington,2010,47,268.5,47,251.1,48,265.8
160,Male,2010,24,257.7,24,244.8,24,243
160,Female,2010,23,279.9,23,257.8,24,288.5
160,Willington,2011,50,247.4,47,246,51,256.3
160,Male,2011,28,250.5,26,242.8,29,256.1
160,Female,2011,22,243.3,21,249.9,22,256.5
160,Willington,2012,51,259.5,51,249.9,55,255.3
160,Male,2012,27,263,27,248,28,244.5
160,Female,2012,24,255.7,24,252.1,27,266.5
160,Willington,2013,46,268.8,45,254.5,45,273.1
160,Male,2013,23,278.7,22,259,22,268.8
160,Female,2013,23,258.9,23,250.1,23,277.3
161,Wilton,2006,355,275.4,355,258.5,354,276.9
161,Male,2006,199,275.6,199,259.1,198,268.5
161,Female,2006,156,275.1,156,257.7,156,287.6
161,Wilton,2007,353,269.2,353,261.7,352,268.9
161,Male,2007,189,273.4,189,261.1,190,257.5
161,Female,2007,164,264.5,164,262.4,162,282.1
161,Wilton,2008,333,274,333,261.7,333,282.2
161,Male,2008,149,272.2,149,256.7,149,269.9
161,Female,2008,184,275.4,184,265.8,184,292.1
161,Wilton,2009,347,281.2,344,267.2,351,276.3
161,Male,2009,173,284.3,170,267,176,266.5
161,Female,2009,174,278,174,267.4,175,286.1
161,Wilton,2010,331,282.9,330,275.6,332,286
161,Male,2010,159,282.9,158,273.2,160,269.8
161,Female,2010,172,282.9,172,277.7,172,301.1
161,Wilton,2011,308,276.5,307,267,313,268.7
161,Male,2011,156,282.5,156,269.1,159,261.4
161,Female,2011,152,270.4,151,264.8,154,276.3
161,Wilton,2012,359,286.4,355,271.7,365,275
161,Male,2012,196,292.3,193,271.4,198,267.4
161,Female,2012,163,279.2,162,272,167,284
161,Wilton,2013,296,280.6,297,270.8,299,272.7
161,Male,2013,149,277.6,150,264.4,150,260.4
161,Female,2013,147,283.5,147,277.4,149,285.1
162,Winchester,2006,128,245.2,128,236.3,127,250.7
162,Male,2006,72,237.7,72,231.5,71,239.6
162,Female,2006,56,254.8,56,242.4,56,264.9
162,Winchester,2007,112,245.8,112,226.7,111,246.6
162,Male,2007,61,252.7,61,228.8,60,246.3
162,Female,2007,51,237.6,51,224.1,51,247
162,Winchester,2008,108,248.4,107,230.6,107,257.6
162,Male,2008,65,242.2,64,222.9,64,246.1
162,Female,2008,43,257.9,43,242,43,274.7
162,Winchester,2009,91,253.6,88,239,96,260.8
162,Male,2009,55,253.1,54,231,58,250.5
162,Female,2009,36,254.5,34,251.8,38,276.5
162,Winchester,2010,107,250.2,107,236.8,105,254
162,Male,2010,57,250.7,57,234.5,54,241.4
162,Female,2010,50,249.6,50,239.4,51,267.4
162,Winchester,2011,90,258,85,244.2,94,260.8
162,Male,2011,43,253.9,39,237.6,47,241.1
162,Female,2011,47,261.7,46,249.9,47,280.5
162,Winchester,2012,82,259.2,76,247.1,88,249.7
162,Male,2012,51,264,45,249.5,55,247.9
162,Female,2012,31,251.4,31,243.6,33,252.7
162,Winchester,2013,75,239.6,72,229.2,79,233.1
162,Male,2013,37,239.2,34,226.6,39,224.7
162,Female,2013,38,240,38,231.5,40,241.3
163,Windham,2006,238,211.6,237,200.6,234,224.5
163,Male,2006,119,207.7,118,193.3,116,214.6
163,Female,2006,119,215.6,119,207.8,118,234.4
163,Windham,2007,267,212.8,262,204,259,222.2
163,Male,2007,141,208.1,138,196.6,136,210.4
163,Female,2007,126,218.1,124,212.4,123,235.3
163,Windham,2008,254,221,252,204.8,248,220.5
163,Male,2008,116,225.9,114,203,111,215.9
163,Female,2008,138,216.9,138,206.2,137,224.3
163,Windham,2009,257,231.5,248,216.3,262,230.4
163,Male,2009,136,236,129,213.2,140,223
163,Female,2009,121,226.5,119,219.6,122,239
163,Windham,2010,249,230.8,242,215,260,227.1
163,Male,2010,127,242.3,120,221.3,134,223.3
163,Female,2010,122,218.8,122,208.8,126,231.2
163,Windham,2011,231,229.2,227,217.9,247,226.8
163,Male,2011,111,233.1,109,218.3,120,219.7
163,Female,2011,120,225.7,118,217.6,127,233.6
163,Windham,2012,227,240.4,219,227.4,239,227.5
163,Male,2012,110,244,105,228.4,115,220.5
163,Female,2012,117,236.9,114,226.6,124,234
163,Windham,2013,234,234.2,226,222.2,250,225.9
163,Male,2013,112,232.2,105,217.3,126,209.3
163,Female,2013,122,236.1,121,226.4,124,242.8
164,Windsor,2006,317,248.6,317,236.6,316,241.5
164,Male,2006,182,246.5,182,234.8,181,234.4
164,Female,2006,135,251.3,135,239.2,135,251
164,Windsor,2007,266,246,265,232.8,264,242.7
164,Male,2007,148,239.7,147,225.7,146,228
164,Female,2007,118,253.9,118,241.6,118,260.8
164,Windsor,2008,303,233.4,303,222.5,299,245.6
164,Male,2008,161,231,161,214.2,159,233.9
164,Female,2008,142,236.2,142,232,140,259
164,Windsor,2009,263,249.4,263,237.1,279,248
164,Male,2009,126,242.8,124,226.9,135,232.4
164,Female,2009,137,255.6,139,246.2,144,262.5
164,Windsor,2010,252,249.6,252,235.3,260,239.6
164,Male,2010,124,251.6,125,230.4,131,227.6
164,Female,2010,128,247.7,127,240.1,129,251.7
164,Windsor,2011,252,250.4,252,233,268,234.5
164,Male,2011,131,254.7,131,232,141,225.6
164,Female,2011,121,245.7,121,234.2,127,244.5
164,Windsor,2012,220,267,221,245.5,227,253.6
164,Male,2012,95,268.2,94,243.8,98,243.3
164,Female,2012,125,266,127,246.8,129,261.3
164,Windsor,2013,228,249.4,225,235.8,231,239
164,Male,2013,128,246,127,230.5,130,225.3
164,Female,2013,100,253.8,98,242.7,101,256.6
165,Windsor Locks,2006,132,253.3,132,236.6,130,249
165,Male,2006,74,252.4,74,233.7,72,237.3
165,Female,2006,58,254.3,58,240.2,58,263.5
165,Windsor Locks,2007,153,242.5,152,226.8,151,248
165,Male,2007,84,237,83,220,82,237.3
165,Female,2007,69,249.2,69,234.9,69,260.7
165,Windsor Locks,2008,123,252.9,122,228.6,120,247.9
165,Male,2008,69,253.1,69,221.4,67,235.8
165,Female,2008,54,252.5,53,237.9,53,263.1
165,Windsor Locks,2009,131,255.2,131,231.5,131,254.8
165,Male,2009,72,251.3,72,230.3,72,248.8
165,Female,2009,59,259.8,59,232.9,59,262.1
165,Windsor Locks,2010,114,272.2,114,234.5,114,246
165,Male,2010,54,272.7,54,230.9,54,234.5
165,Female,2010,60,271.8,60,237.7,60,256.4
165,Windsor Locks,2011,118,239.7,116,223.4,115,241
165,Male,2011,62,237.1,60,221,59,226
165,Female,2011,56,242.6,56,226,56,256.8
165,Windsor Locks,2012,138,248.6,138,233.8,138,245.8
165,Male,2012,69,249.7,69,234.3,69,234.6
165,Female,2012,69,247.5,69,233.3,69,257.1
165,Windsor Locks,2013,112,246.2,110,231.7,115,243.4
165,Male,2013,63,240.6,63,222.2,65,231.8
165,Female,2013,49,253.3,47,244.3,50,258.6
166,Wolcott,2006,190,278.8,189,253.7,189,274.2
166,Male,2006,102,277.3,101,249.9,101,266.7
166,Female,2006,88,280.7,88,258,88,282.8
166,Wolcott,2007,212,270.7,211,251.5,210,274.2
166,Male,2007,100,269.4,99,251.1,98,264
166,Female,2007,112,271.8,112,251.9,112,283.1
166,Wolcott,2008,195,268.9,195,247.6,194,271.4
166,Male,2008,108,270.6,108,242.9,107,262.6
166,Female,2008,87,266.8,87,253.4,87,282.2
166,Wolcott,2009,181,275.4,182,249.7,183,280.7
166,Male,2009,90,275.1,91,246.7,92,272.4
166,Female,2009,91,275.6,91,252.6,91,289.1
166,Wolcott,2010,199,269.2,197,249.6,198,265
166,Male,2010,106,264.2,104,243.4,106,251.1
166,Female,2010,93,275,93,256.5,92,281.1
166,Wolcott,2011,207,265.9,205,253.5,207,275.7
166,Male,2011,104,264.2,102,251.7,104,263.4
166,Female,2011,103,267.6,103,255.3,103,288.2
166,Wolcott,2012,175,270.5,174,253.6,177,276.2
166,Male,2012,88,273.9,87,250.3,90,268.5
166,Female,2012,87,267,87,256.9,87,284.2
166,Wolcott,2013,161,263.9,159,259.3,163,273.5
166,Male,2013,79,266,79,255.4,81,263.1
166,Female,2013,82,261.9,80,263.1,82,283.9
167,Woodbridge,2006,125,268.4,124,256,123,272.6
167,Male,2006,68,268,68,255.1,67,261.3
167,Female,2006,57,268.8,56,257,56,286.2
167,Woodbridge,2007,111,266.2,111,246.7,111,271.1
167,Male,2007,49,274.1,49,244.5,49,263.1
167,Female,2007,62,259.9,62,248.5,62,277.3
167,Woodbridge,2008,90,284.7,89,259.7,89,278.6
167,Male,2008,45,289.2,44,255.8,44,266.2
167,Female,2008,45,280.2,45,263.4,45,290.7
167,Woodbridge,2009,108,280.5,105,255.5,108,268.2
167,Male,2009,60,289.2,57,256.8,60,261.6
167,Female,2009,48,269.7,48,254,48,276.5
167,Woodbridge,2010,102,283.3,101,254.5,104,270.5
167,Male,2010,55,282,54,250.3,57,258.1
167,Female,2010,47,284.7,47,259.5,47,285.6
167,Woodbridge,2011,93,278.6,90,250.9,91,282
167,Male,2011,48,269.4,45,243.2,47,262.3
167,Female,2011,45,288.4,45,258.6,44,303
167,Woodbridge,2012,106,285.7,105,263.9,109,268
167,Male,2012,55,289.1,54,263.4,58,252
167,Female,2012,51,282,51,264.5,51,286.1
167,Woodbridge,2013,115,278.2,115,256.1,113,276.4
167,Male,2013,49,280,49,250.3,46,256.6
167,Female,2013,66,276.8,66,260.4,67,290
169,Woodstock,2006,123,269.2,123,248.4,121,260.9
169,Male,2006,68,272.2,68,249.6,67,255.4
169,Female,2006,55,265.4,55,246.8,54,267.7
169,Woodstock,2007,101,269.8,100,252.7,99,260.3
169,Male,2007,50,266.3,49,248.1,49,245.7
169,Female,2007,51,273.3,51,257.1,50,274.7
169,Woodstock,2008,84,265.8,84,245.5,84,258.7
169,Male,2008,43,255.5,43,233,43,240.5
169,Female,2008,41,276.5,41,258.7,41,277.7
169,Woodstock,2009,94,268.2,93,248.2,96,244.2
169,Male,2009,44,267.2,43,243.1,45,225.4
169,Female,2009,50,269.1,50,252.7,51,260.7
169,Woodstock,2010,96,270.1,97,251.7,101,249.1
169,Male,2010,50,267.7,49,253,52,241.7
169,Female,2010,46,272.6,48,250.5,49,257
169,Woodstock,2011,96,266.3,95,251.6,99,256
169,Male,2011,46,266,46,249.6,47,241
169,Female,2011,50,266.6,49,253.6,52,269.6
169,Woodstock,2012,102,272.5,101,253.2,106,254
169,Male,2012,50,276.3,50,252.4,53,241.5
169,Female,2012,52,268.8,51,254,53,266.4
169,Woodstock,2013,97,262.9,94,251,98,248
169,Male,2013,50,264,47,250.1,51,241.1
169,Female,2013,47,261.6,47,252,47,255.5
206,Regional Sch Dist 06,2006,73,256.9,73,245.7,73,253.7
206,Male,2006,28,253,28,237.3,28,240.2
206,Female,2006,45,259.3,45,250.9,45,262.1
206,Regional Sch Dist 06,2007,75,257.8,75,243.4,75,254.5
206,Male,2007,38,259.8,38,238.1,38,245.4
206,Female,2007,37,255.8,37,248.9,37,263.9
206,Regional Sch Dist 06,2008,74,251.6,74,248.7,74,252.5
206,Male,2008,35,253,35,244.3,35,239
206,Female,2008,39,250.3,39,252.7,39,264.7
206,Regional Sch Dist 06,2009,78,245.4,79,246,85,252.3
206,Male,2009,45,244.3,46,242.5,51,244.5
206,Female,2009,33,246.9,33,250.9,34,264.1
206,Regional Sch Dist 06,2010,69,255.3,69,255.3,73,256.4
206,Male,2010,34,255.4,34,251.2,36,245.7
206,Female,2010,35,255.3,35,259.2,37,266.9
206,Regional Sch Dist 06,2011,81,254,81,243.3,86,244.3
206,Male,2011,41,259,41,249.8,44,235.1
206,Female,2011,40,248.8,40,236.7,42,253.9
206,Regional Sch Dist 06,2012,57,248.9,57,247.9,58,249.7
206,Male,2012,26,242.1,26,235.5,27,238.1
206,Female,2012,31,254.6,31,258.2,31,259.9
206,Regional Sch Dist 06,2013,51,252.8,50,248.9,55,250
206,Male,2013,26,255.5,25,255.7,29,246
206,Female,2013,25,250.1,25,242.1,26,254.5
210,Regional Sch Dist 10,2006,217,260.6,217,257.1,217,272
210,Male,2006,104,269,104,257.1,104,264.6
210,Female,2006,113,252.9,113,257,113,278.8
210,Regional Sch Dist 10,2007,221,265.2,220,254.6,220,265.6
210,Male,2007,130,266.1,130,252.7,130,256.6
210,Female,2007,91,263.9,90,257.3,90,278.7
210,Regional Sch Dist 10,2008,239,257.5,239,254.9,238,270.6
210,Male,2008,127,252.7,127,247.3,126,255.3
210,Female,2008,112,262.9,112,263.5,112,287.8
210,Regional Sch Dist 10,2009,223,273.4,220,256.6,222,269
210,Male,2009,116,277.3,113,253.2,115,256.3
210,Female,2009,107,269.2,107,260.3,107,282.7
210,Regional Sch Dist 10,2010,222,276.8,222,262.3,225,270
210,Male,2010,109,278.9,109,256.8,112,256.7
210,Female,2010,113,274.7,113,267.7,113,283.3
210,Regional Sch Dist 10,2011,169,274.8,170,257.3,172,281.5
210,Male,2011,83,280.1,83,257.9,85,265.9
210,Female,2011,86,269.7,87,256.8,87,296.7
210,Regional Sch Dist 10,2012,214,282.1,213,268.1,214,274.1
210,Male,2012,114,279.3,113,263.3,113,261.1
210,Female,2012,100,285.2,100,273.5,101,288.7
210,Regional Sch Dist 10,2013,200,268,200,254.8,201,263.7
210,Male,2013,106,275.2,106,258.4,107,256
210,Female,2013,94,260,94,250.8,94,272.4
212,Regional Sch Dist 12,2006,82,269.6,82,251.3,82,280
212,Male,2006,46,271.5,46,245.9,46,262.5
212,Female,2006,36,267.2,36,258.2,36,302.4
212,Regional Sch Dist 12,2007,87,285.7,87,261.4,87,282.2
212,Male,2007,46,291.9,46,263.3,46,281
212,Female,2007,41,278.7,41,259.2,41,283.6
212,Regional Sch Dist 12,2008,58,292.2,58,255.3,58,284.9
212,Male,2008,30,277.1,30,244.4,30,263.4
212,Female,2008,28,308.4,28,266.9,28,308
212,Regional Sch Dist 12,2009,64,287.6,63,251.4,64,280.8
212,Male,2009,35,290.8,35,241.8,35,264
212,Female,2009,29,283.7,28,263.4,29,301.1
212,Regional Sch Dist 12,2010,78,284.5,75,255.9,81,275.4
212,Male,2010,42,292.6,39,256.7,43,270
212,Female,2010,36,275.1,36,255,38,281.5
212,Regional Sch Dist 12,2011,52,288.8,52,260.9,52,273.3
212,Male,2011,29,291.8,29,263.2,29,265.9
212,Female,2011,23,285.1,23,257.9,23,282.6
212,Regional Sch Dist 12,2012,64,286.6,63,259.4,64,280.7
212,Male,2012,28,294.3,28,265.8,28,278.1
212,Female,2012,36,280.7,35,254.4,36,282.7
212,Regional Sch Dist 12,2013,48,284.5,47,268.1,48,283.1
212,Male,2013,24,281.4,24,265.5,24,277.2
212,Female,2013,24,287.6,23,270.7,24,289
213,Regional Sch Dist 13,2006,181,255.6,181,245.5,179,262.1
213,Male,2006,87,257.5,87,244.1,87,252.8
213,Female,2006,94,253.8,94,246.9,92,270.9
213,Regional Sch Dist 13,2007,166,258.5,166,245,166,260
213,Male,2007,83,254.7,83,236.1,83,246.3
213,Female,2007,83,262.2,83,253.8,83,273.6
213,Regional Sch Dist 13,2008,184,253.1,183,244.8,184,250.8
213,Male,2008,98,256.2,97,242.6,98,240.4
213,Female,2008,86,249.5,86,247.4,86,262.7
213,Regional Sch Dist 13,2009,150,260.4,149,252.4,154,269.9
213,Male,2009,77,256.6,76,246.1,81,254
213,Female,2009,73,264.5,73,258.9,73,287.6
213,Regional Sch Dist 13,2010,175,257.5,173,247.9,178,258.8
213,Male,2010,83,260.9,81,247.3,86,243.2
213,Female,2010,92,254.4,92,248.4,92,273.4
213,Regional Sch Dist 13,2011,159,263.8,154,250,160,264.4
213,Male,2011,91,265.2,87,248.4,91,254.8
213,Female,2011,68,262,67,252.2,69,277
213,Regional Sch Dist 13,2012,165,270.7,162,248.3,169,261.1
213,Male,2012,99,272.8,96,244.7,100,254.2
213,Female,2012,66,267.7,66,253.4,69,271.1
213,Regional Sch Dist 13,2013,122,262.4,120,248.1,128,261.8
213,Male,2013,64,264.1,62,248.3,68,253.4
213,Female,2013,58,260.6,58,247.9,60,271.3
214,Regional Sch Dist 14,2006,158,262.7,157,244.3,158,259.5
214,Male,2006,77,269,77,243.5,77,247.1
214,Female,2006,81,256.6,80,245.2,81,271.3
214,Regional Sch Dist 14,2007,152,263.2,151,246.2,151,261.8
214,Male,2007,83,259.9,82,240,82,247.1
214,Female,2007,69,267.3,69,253.5,69,279.3
214,Regional Sch Dist 14,2008,140,265.8,139,247.9,138,268.9
214,Male,2008,63,264.4,62,238.3,61,251.6
214,Female,2008,77,266.9,77,255.7,77,282.6
214,Regional Sch Dist 14,2009,122,266.6,122,249,120,263.5
214,Male,2009,65,275.7,65,247.9,63,256.5
214,Female,2009,57,256.2,57,250.3,57,271.2
214,Regional Sch Dist 14,2010,146,262.6,144,242.8,146,243
214,Male,2010,74,265.2,72,246.4,74,231.4
214,Female,2010,72,259.9,72,239.3,72,255
214,Regional Sch Dist 14,2011,105,273.2,104,250.1,107,265.9
214,Male,2011,53,269.5,52,244.2,55,237.2
214,Female,2011,52,276.9,52,256.1,52,296.3
214,Regional Sch Dist 14,2012,122,263,122,248.9,122,251.4
214,Male,2012,64,260.5,64,241.5,64,239.3
214,Female,2012,58,265.7,58,257.1,58,264.7
214,Regional Sch Dist 14,2013,103,266,102,255.4,105,258.2
214,Male,2013,44,279.2,43,257.3,45,251.2
214,Female,2013,59,256.2,59,254,60,263.5
215,Regional Sch Dist 15,2006,332,270.3,332,255.9,331,271.4
215,Male,2006,169,269.6,169,251.9,169,260.2
215,Female,2006,163,271.1,163,260.1,162,283.2
215,Regional Sch Dist 15,2007,354,272.6,354,255.6,354,272.8
215,Male,2007,169,273.6,169,253.2,169,261.4
215,Female,2007,185,271.8,185,257.9,185,283.3
215,Regional Sch Dist 15,2008,338,273.7,338,257,338,270.3
215,Male,2008,180,275.4,180,253.8,180,261.7
215,Female,2008,158,271.8,158,260.7,158,280.2
215,Regional Sch Dist 15,2009,313,277.9,312,261.1,318,271.7
215,Male,2009,167,279.7,167,259.4,173,260
215,Female,2009,146,275.8,145,263.1,145,285.7
215,Regional Sch Dist 15,2010,347,276.6,346,255.5,347,262.3
215,Male,2010,185,280.2,184,254.9,186,253.1
215,Female,2010,162,272.4,162,256.2,161,273.1
215,Regional Sch Dist 15,2011,339,278.6,336,256.2,346,265.4
215,Male,2011,180,278.6,178,255.1,183,250.9
215,Female,2011,159,278.5,158,257.5,163,281.6
215,Regional Sch Dist 15,2012,314,280.9,307,266.7,320,264.7
215,Male,2012,159,283.1,153,265.8,164,252
215,Female,2012,155,278.6,154,267.6,156,278
215,Regional Sch Dist 15,2013,308,277.7,302,256.9,316,263.6
215,Male,2013,163,278.1,158,254,168,252.9
215,Female,2013,145,277.2,144,260,148,275.9
216,Regional Sch Dist 16,2006,194,255.2,194,241.9,191,261.7
216,Male,2006,85,257.2,85,240.3,83,251.4
216,Female,2006,109,253.6,109,243.2,108,269.5
216,Regional Sch Dist 16,2007,209,258.8,209,245.9,207,271.2
216,Male,2007,113,258.8,113,245.1,112,262.7
216,Female,2007,96,258.8,96,246.7,95,281.3
216,Regional Sch Dist 16,2008,182,259.5,182,244.8,182,263.9
216,Male,2008,84,260.9,84,241.4,84,258.6
216,Female,2008,98,258.4,98,247.8,98,268.4
216,Regional Sch Dist 16,2009,169,262.3,170,251.5,176,265.5
216,Male,2009,74,266.5,75,249.9,78,254.9
216,Female,2009,95,259,95,252.7,98,274
216,Regional Sch Dist 16,2010,167,257,165,247.5,169,261.7
216,Male,2010,83,259.5,82,247.3,85,252.9
216,Female,2010,84,254.6,83,247.7,84,270.6
216,Regional Sch Dist 16,2011,188,265.2,187,247.1,195,253.4
216,Male,2011,103,270.3,103,246.3,108,247.5
216,Female,2011,85,258.9,84,248.1,87,260.8
216,Regional Sch Dist 16,2012,171,266.5,169,246.4,175,264.4
216,Male,2012,83,266.5,83,243.4,86,254.6
216,Female,2012,88,266.6,86,249.3,89,274
216,Regional Sch Dist 16,2013,185,260,178,247.2,185,254
216,Male,2013,103,257.8,98,243.8,103,242.4
216,Female,2013,82,262.7,80,251.3,82,268.7
217,Regional Sch Dist 17,2006,205,263.5,205,243.7,201,260.4
217,Male,2006,96,259.5,96,236.9,94,247.9
217,Female,2006,109,267,109,249.6,107,271.4
217,Regional Sch Dist 17,2007,195,266.4,195,251.9,195,258.8
217,Male,2007,97,270.9,97,253,97,249.6
217,Female,2007,98,261.9,98,250.8,98,267.8
217,Regional Sch Dist 17,2008,187,268.4,186,248.7,187,260.1
217,Male,2008,92,271.8,91,244.2,92,251.2
217,Female,2008,95,265.2,95,253,95,268.6
217,Regional Sch Dist 17,2009,192,276,189,249.4,193,267.7
217,Male,2009,86,278.7,85,246.4,87,257.7
217,Female,2009,106,273.8,104,251.7,106,275.9
217,Regional Sch Dist 17,2010,186,281.1,185,255,187,266.7
217,Male,2010,95,282.5,94,255.6,95,257.5
217,Female,2010,91,279.5,91,254.4,92,276.2
217,Regional Sch Dist 17,2011,201,280.9,201,255.1,202,273.6
217,Male,2011,104,285,104,254.4,105,264.6
217,Female,2011,97,276.5,97,255.8,97,283.4
217,Regional Sch Dist 17,2012,195,290,195,258.1,199,266.8
217,Male,2012,109,292.3,109,257.8,110,260.5
217,Female,2012,86,287.2,86,258.4,89,274.6
217,Regional Sch Dist 17,2013,164,287.2,162,263.9,168,262
217,Male,2013,89,285.9,87,262.4,92,253.9
217,Female,2013,75,288.7,75,265.6,76,271.8
218,Regional Sch Dist 18,2006,98,265.8,98,245.4,97,263
218,Male,2006,64,265.6,64,243.1,64,253.4
218,Female,2006,34,266.1,34,249.7,33,281.7
218,Regional Sch Dist 18,2007,96,272.4,96,257.5,96,259.2
218,Male,2007,55,271.6,55,253.8,55,252.9
218,Female,2007,41,273.5,41,262.5,41,267.6
218,Regional Sch Dist 18,2008,119,264.3,119,248.2,119,254
218,Male,2008,61,265.1,61,244.3,61,245.7
