Dist. ID,Category,Status,District,Year,Total Reading,Total Reading Average Scale Score
12,Special Education,Special Ed.,Bolton,2013,-,-
12,Special Education,Not Special Ed.,Bolton,2013,53,258
13,Special Education,Special Ed.,Bozrah,2006,-,-
13,Special Education,Not Special Ed.,Bozrah,2006,-,-
13,Special Education,Special Ed.,Bozrah,2007,-,-
13,Special Education,Not Special Ed.,Bozrah,2007,-,-
13,Special Education,Special Ed.,Bozrah,2008,-,-
13,Special Education,Not Special Ed.,Bozrah,2008,23,247.3
13,Special Education,Special Ed.,Bozrah,2009,-,-
13,Special Education,Not Special Ed.,Bozrah,2009,25,243.3
13,Special Education,Special Ed.,Bozrah,2010,NA,NA
13,Special Education,Not Special Ed.,Bozrah,2010,20,267
13,Special Education,Special Ed.,Bozrah,2011,NA,NA
13,Special Education,Not Special Ed.,Bozrah,2011,-,-
13,Special Education,Special Ed.,Bozrah,2012,-,-
13,Special Education,Not Special Ed.,Bozrah,2012,-,-
13,Special Education,Special Ed.,Bozrah,2013,-,-
13,Special Education,Not Special Ed.,Bozrah,2013,22,250.1
14,Special Education,Special Ed.,Branford,2006,31,213.5
14,Special Education,Not Special Ed.,Branford,2006,219,260.2
14,Special Education,Special Ed.,Branford,2007,33,217.5
14,Special Education,Not Special Ed.,Branford,2007,230,255.7
14,Special Education,Special Ed.,Branford,2008,25,191.6
14,Special Education,Not Special Ed.,Branford,2008,230,249.8
14,Special Education,Special Ed.,Branford,2009,23,210.1
14,Special Education,Not Special Ed.,Branford,2009,207,248.8
14,Special Education,Special Ed.,Branford,2010,24,205.2
14,Special Education,Not Special Ed.,Branford,2010,199,247.4
14,Special Education,Special Ed.,Branford,2011,-,-
14,Special Education,Not Special Ed.,Branford,2011,214,254.5
14,Special Education,Special Ed.,Branford,2012,-,-
14,Special Education,Not Special Ed.,Branford,2012,203,259.6
14,Special Education,Special Ed.,Branford,2013,-,-
14,Special Education,Not Special Ed.,Branford,2013,194,246.6
15,Special Education,Special Ed.,Bridgeport,2006,171,166.2
15,Special Education,Not Special Ed.,Bridgeport,2006,1488,212.4
15,Special Education,Special Ed.,Bridgeport,2007,205,167
15,Special Education,Not Special Ed.,Bridgeport,2007,1470,210.6
15,Special Education,Special Ed.,Bridgeport,2008,138,168.9
15,Special Education,Not Special Ed.,Bridgeport,2008,1401,210.2
15,Special Education,Special Ed.,Bridgeport,2009,154,164.3
15,Special Education,Not Special Ed.,Bridgeport,2009,1480,210.5
15,Special Education,Special Ed.,Bridgeport,2010,112,162.9
15,Special Education,Not Special Ed.,Bridgeport,2010,1385,210.2
15,Special Education,Special Ed.,Bridgeport,2011,150,164.6
15,Special Education,Not Special Ed.,Bridgeport,2011,1454,209.6
15,Special Education,Special Ed.,Bridgeport,2012,88,176.6
15,Special Education,Not Special Ed.,Bridgeport,2012,1470,212
15,Special Education,Special Ed.,Bridgeport,2013,69,175.3
15,Special Education,Not Special Ed.,Bridgeport,2013,1498,210
17,Special Education,Special Ed.,Bristol,2006,82,201.3
17,Special Education,Not Special Ed.,Bristol,2006,560,238.9
17,Special Education,Special Ed.,Bristol,2007,92,181.8
17,Special Education,Not Special Ed.,Bristol,2007,575,239.6
17,Special Education,Special Ed.,Bristol,2008,81,191.1
17,Special Education,Not Special Ed.,Bristol,2008,549,241
17,Special Education,Special Ed.,Bristol,2009,35,201.4
17,Special Education,Not Special Ed.,Bristol,2009,518,240.5
17,Special Education,Special Ed.,Bristol,2010,68,176.8
17,Special Education,Not Special Ed.,Bristol,2010,537,234.2
17,Special Education,Special Ed.,Bristol,2011,52,185.5
17,Special Education,Not Special Ed.,Bristol,2011,475,237.5
17,Special Education,Special Ed.,Bristol,2012,78,192.3
17,Special Education,Not Special Ed.,Bristol,2012,525,238.9
17,Special Education,Special Ed.,Bristol,2013,65,189.6
17,Special Education,Not Special Ed.,Bristol,2013,510,233.8
18,Special Education,Special Ed.,Brookfield,2006,20,206.2
18,Special Education,Not Special Ed.,Brookfield,2006,185,257.7
18,Special Education,Special Ed.,Brookfield,2007,-,-
18,Special Education,Not Special Ed.,Brookfield,2007,175,265.1
18,Special Education,Special Ed.,Brookfield,2008,-,-
18,Special Education,Not Special Ed.,Brookfield,2008,215,258.4
18,Special Education,Special Ed.,Brookfield,2009,-,-
18,Special Education,Not Special Ed.,Brookfield,2009,183,255.7
18,Special Education,Special Ed.,Brookfield,2010,-,-
18,Special Education,Not Special Ed.,Brookfield,2010,180,256.8
18,Special Education,Special Ed.,Brookfield,2011,-,-
18,Special Education,Not Special Ed.,Brookfield,2011,147,258.3
18,Special Education,Special Ed.,Brookfield,2012,22,221.6
18,Special Education,Not Special Ed.,Brookfield,2012,184,262.6
18,Special Education,Special Ed.,Brookfield,2013,22,212.5
18,Special Education,Not Special Ed.,Brookfield,2013,186,266.4
19,Special Education,Special Ed.,Brooklyn,2006,-,-
19,Special Education,Not Special Ed.,Brooklyn,2006,86,244.2
19,Special Education,Special Ed.,Brooklyn,2007,-,-
19,Special Education,Not Special Ed.,Brooklyn,2007,84,243.9
19,Special Education,Special Ed.,Brooklyn,2008,-,-
19,Special Education,Not Special Ed.,Brooklyn,2008,88,238.3
19,Special Education,Special Ed.,Brooklyn,2009,-,-
19,Special Education,Not Special Ed.,Brooklyn,2009,79,240
19,Special Education,Special Ed.,Brooklyn,2010,-,-
19,Special Education,Not Special Ed.,Brooklyn,2010,97,238.8
19,Special Education,Special Ed.,Brooklyn,2011,-,-
19,Special Education,Not Special Ed.,Brooklyn,2011,83,247.7
19,Special Education,Special Ed.,Brooklyn,2012,-,-
19,Special Education,Not Special Ed.,Brooklyn,2012,79,252.3
19,Special Education,Special Ed.,Brooklyn,2013,-,-
19,Special Education,Not Special Ed.,Brooklyn,2013,74,245.7
22,Special Education,Special Ed.,Canterbury,2006,-,-
22,Special Education,Not Special Ed.,Canterbury,2006,55,242.2
22,Special Education,Special Ed.,Canterbury,2007,-,-
22,Special Education,Not Special Ed.,Canterbury,2007,44,241.2
22,Special Education,Special Ed.,Canterbury,2008,-,-
22,Special Education,Not Special Ed.,Canterbury,2008,52,236.6
22,Special Education,Special Ed.,Canterbury,2009,NA,NA
22,Special Education,Not Special Ed.,Canterbury,2009,44,246.1
22,Special Education,Special Ed.,Canterbury,2010,-,-
22,Special Education,Not Special Ed.,Canterbury,2010,51,257.4
22,Special Education,Special Ed.,Canterbury,2011,-,-
22,Special Education,Not Special Ed.,Canterbury,2011,65,252.5
22,Special Education,Special Ed.,Canterbury,2012,-,-
22,Special Education,Not Special Ed.,Canterbury,2012,61,254
22,Special Education,Special Ed.,Canterbury,2013,-,-
22,Special Education,Not Special Ed.,Canterbury,2013,35,255.5
23,Special Education,Special Ed.,Canton,2006,-,-
23,Special Education,Not Special Ed.,Canton,2006,129,259
23,Special Education,Special Ed.,Canton,2007,-,-
23,Special Education,Not Special Ed.,Canton,2007,107,258.6
23,Special Education,Special Ed.,Canton,2008,-,-
23,Special Education,Not Special Ed.,Canton,2008,121,254.4
23,Special Education,Special Ed.,Canton,2009,-,-
23,Special Education,Not Special Ed.,Canton,2009,122,269.6
23,Special Education,Special Ed.,Canton,2010,-,-
23,Special Education,Not Special Ed.,Canton,2010,120,258.2
23,Special Education,Special Ed.,Canton,2011,-,-
23,Special Education,Not Special Ed.,Canton,2011,128,253.7
23,Special Education,Special Ed.,Canton,2012,-,-
23,Special Education,Not Special Ed.,Canton,2012,143,265.9
23,Special Education,Special Ed.,Canton,2013,-,-
23,Special Education,Not Special Ed.,Canton,2013,126,265.6
24,Special Education,Special Ed.,Chaplin,2006,-,-
24,Special Education,Not Special Ed.,Chaplin,2006,28,231.6
24,Special Education,Special Ed.,Chaplin,2007,-,-
24,Special Education,Not Special Ed.,Chaplin,2007,-,-
24,Special Education,Special Ed.,Chaplin,2008,-,-
24,Special Education,Not Special Ed.,Chaplin,2008,25,231.4
24,Special Education,Special Ed.,Chaplin,2009,-,-
24,Special Education,Not Special Ed.,Chaplin,2009,-,-
24,Special Education,Special Ed.,Chaplin,2010,-,-
24,Special Education,Not Special Ed.,Chaplin,2010,-,-
24,Special Education,Special Ed.,Chaplin,2011,-,-
24,Special Education,Not Special Ed.,Chaplin,2011,21,237.6
24,Special Education,Special Ed.,Chaplin,2012,-,-
24,Special Education,Not Special Ed.,Chaplin,2012,-,-
24,Special Education,Special Ed.,Chaplin,2013,-,-
24,Special Education,Not Special Ed.,Chaplin,2013,-,-
25,Special Education,Special Ed.,Cheshire,2006,34,221
25,Special Education,Not Special Ed.,Cheshire,2006,358,258.8
25,Special Education,Special Ed.,Cheshire,2007,25,213
25,Special Education,Not Special Ed.,Cheshire,2007,356,251.3
25,Special Education,Special Ed.,Cheshire,2008,30,190.7
25,Special Education,Not Special Ed.,Cheshire,2008,333,258.3
25,Special Education,Special Ed.,Cheshire,2009,-,-
25,Special Education,Not Special Ed.,Cheshire,2009,313,257
25,Special Education,Special Ed.,Cheshire,2010,26,215.9
25,Special Education,Not Special Ed.,Cheshire,2010,322,258.1
25,Special Education,Special Ed.,Cheshire,2011,-,-
25,Special Education,Not Special Ed.,Cheshire,2011,323,261.9
25,Special Education,Special Ed.,Cheshire,2012,-,-
25,Special Education,Not Special Ed.,Cheshire,2012,323,257.8
25,Special Education,Special Ed.,Cheshire,2013,22,219.9
25,Special Education,Not Special Ed.,Cheshire,2013,342,255.7
26,Special Education,Special Ed.,Chester,2006,-,-
26,Special Education,Not Special Ed.,Chester,2006,46,255.2
26,Special Education,Special Ed.,Chester,2007,-,-
26,Special Education,Not Special Ed.,Chester,2007,45,251.7
26,Special Education,Special Ed.,Chester,2008,-,-
26,Special Education,Not Special Ed.,Chester,2008,35,260
26,Special Education,Special Ed.,Chester,2009,-,-
26,Special Education,Not Special Ed.,Chester,2009,35,262
26,Special Education,Special Ed.,Chester,2010,NA,NA
26,Special Education,Not Special Ed.,Chester,2010,40,263.8
26,Special Education,Special Ed.,Chester,2011,-,-
26,Special Education,Not Special Ed.,Chester,2011,40,266.7
26,Special Education,Special Ed.,Chester,2012,-,-
26,Special Education,Not Special Ed.,Chester,2012,28,271.3
26,Special Education,Special Ed.,Chester,2013,-,-
26,Special Education,Not Special Ed.,Chester,2013,33,276.1
27,Special Education,Special Ed.,Clinton,2006,-,-
27,Special Education,Not Special Ed.,Clinton,2006,158,254.4
27,Special Education,Special Ed.,Clinton,2007,-,-
27,Special Education,Not Special Ed.,Clinton,2007,148,255
27,Special Education,Special Ed.,Clinton,2008,-,-
27,Special Education,Not Special Ed.,Clinton,2008,134,249.2
27,Special Education,Special Ed.,Clinton,2009,-,-
27,Special Education,Not Special Ed.,Clinton,2009,136,242.5
27,Special Education,Special Ed.,Clinton,2010,-,-
27,Special Education,Not Special Ed.,Clinton,2010,140,250.1
27,Special Education,Special Ed.,Clinton,2011,-,-
27,Special Education,Not Special Ed.,Clinton,2011,154,248.4
27,Special Education,Special Ed.,Clinton,2012,-,-
27,Special Education,Not Special Ed.,Clinton,2012,133,263.3
27,Special Education,Special Ed.,Clinton,2013,-,-
27,Special Education,Not Special Ed.,Clinton,2013,123,255.4
28,Special Education,Special Ed.,Colchester,2006,36,188.9
28,Special Education,Not Special Ed.,Colchester,2006,192,243.6
28,Special Education,Special Ed.,Colchester,2007,23,179.7
28,Special Education,Not Special Ed.,Colchester,2007,216,241.8
28,Special Education,Special Ed.,Colchester,2008,21,195.7
28,Special Education,Not Special Ed.,Colchester,2008,193,244.2
28,Special Education,Special Ed.,Colchester,2009,-,-
28,Special Education,Not Special Ed.,Colchester,2009,222,248.2
28,Special Education,Special Ed.,Colchester,2010,-,-
28,Special Education,Not Special Ed.,Colchester,2010,212,254.6
28,Special Education,Special Ed.,Colchester,2011,-,-
28,Special Education,Not Special Ed.,Colchester,2011,193,247.1
28,Special Education,Special Ed.,Colchester,2012,-,-
28,Special Education,Not Special Ed.,Colchester,2012,179,257.2
28,Special Education,Special Ed.,Colchester,2013,29,205.4
28,Special Education,Not Special Ed.,Colchester,2013,186,254.4
29,Special Education,Special Ed.,Colebrook,2006,-,-
29,Special Education,Not Special Ed.,Colebrook,2006,-,-
29,Special Education,Special Ed.,Colebrook,2007,-,-
29,Special Education,Not Special Ed.,Colebrook,2007,-,-
29,Special Education,Special Ed.,Colebrook,2008,-,-
29,Special Education,Not Special Ed.,Colebrook,2008,-,-
29,Special Education,Special Ed.,Colebrook,2009,-,-
29,Special Education,Not Special Ed.,Colebrook,2009,-,-
29,Special Education,Special Ed.,Colebrook,2010,-,-
29,Special Education,Not Special Ed.,Colebrook,2010,-,-
29,Special Education,Special Ed.,Colebrook,2011,-,-
29,Special Education,Not Special Ed.,Colebrook,2011,-,-
29,Special Education,Special Ed.,Colebrook,2012,NA,NA
29,Special Education,Not Special Ed.,Colebrook,2012,-,-
29,Special Education,Special Ed.,Colebrook,2013,-,-
29,Special Education,Not Special Ed.,Colebrook,2013,-,-
30,Special Education,Special Ed.,Columbia,2006,-,-
30,Special Education,Not Special Ed.,Columbia,2006,48,238.4
30,Special Education,Special Ed.,Columbia,2007,-,-
30,Special Education,Not Special Ed.,Columbia,2007,54,233.9
30,Special Education,Special Ed.,Columbia,2008,-,-
30,Special Education,Not Special Ed.,Columbia,2008,65,239.8
30,Special Education,Special Ed.,Columbia,2009,-,-
30,Special Education,Not Special Ed.,Columbia,2009,58,244.2
30,Special Education,Special Ed.,Columbia,2010,-,-
30,Special Education,Not Special Ed.,Columbia,2010,53,248
30,Special Education,Special Ed.,Columbia,2011,-,-
30,Special Education,Not Special Ed.,Columbia,2011,54,243.4
30,Special Education,Special Ed.,Columbia,2012,-,-
30,Special Education,Not Special Ed.,Columbia,2012,49,246.8
30,Special Education,Special Ed.,Columbia,2013,-,-
30,Special Education,Not Special Ed.,Columbia,2013,39,239.5
32,Special Education,Special Ed.,Coventry,2006,27,194.7
32,Special Education,Not Special Ed.,Coventry,2006,134,243.1
32,Special Education,Special Ed.,Coventry,2007,-,-
32,Special Education,Not Special Ed.,Coventry,2007,134,248.7
32,Special Education,Special Ed.,Coventry,2008,-,-
32,Special Education,Not Special Ed.,Coventry,2008,144,252.9
32,Special Education,Special Ed.,Coventry,2009,-,-
32,Special Education,Not Special Ed.,Coventry,2009,138,246.5
32,Special Education,Special Ed.,Coventry,2010,-,-
32,Special Education,Not Special Ed.,Coventry,2010,109,249.5
32,Special Education,Special Ed.,Coventry,2011,-,-
32,Special Education,Not Special Ed.,Coventry,2011,137,248.7
32,Special Education,Special Ed.,Coventry,2012,-,-
32,Special Education,Not Special Ed.,Coventry,2012,123,260.6
32,Special Education,Special Ed.,Coventry,2013,-,-
32,Special Education,Not Special Ed.,Coventry,2013,109,252.2
33,Special Education,Special Ed.,Cromwell,2006,-,-
33,Special Education,Not Special Ed.,Cromwell,2006,126,243.8
33,Special Education,Special Ed.,Cromwell,2007,-,-
33,Special Education,Not Special Ed.,Cromwell,2007,155,246.5
33,Special Education,Special Ed.,Cromwell,2008,-,-
33,Special Education,Not Special Ed.,Cromwell,2008,145,239.9
33,Special Education,Special Ed.,Cromwell,2009,-,-
33,Special Education,Not Special Ed.,Cromwell,2009,150,256.9
33,Special Education,Special Ed.,Cromwell,2010,-,-
33,Special Education,Not Special Ed.,Cromwell,2010,151,245.9
33,Special Education,Special Ed.,Cromwell,2011,-,-
33,Special Education,Not Special Ed.,Cromwell,2011,129,262
33,Special Education,Special Ed.,Cromwell,2012,-,-
33,Special Education,Not Special Ed.,Cromwell,2012,137,266.2
33,Special Education,Special Ed.,Cromwell,2013,-,-
33,Special Education,Not Special Ed.,Cromwell,2013,135,254.5
34,Special Education,Special Ed.,Danbury,2006,67,187.4
34,Special Education,Not Special Ed.,Danbury,2006,627,232.2
34,Special Education,Special Ed.,Danbury,2007,84,185.7
34,Special Education,Not Special Ed.,Danbury,2007,599,233
34,Special Education,Special Ed.,Danbury,2008,85,171.5
34,Special Education,Not Special Ed.,Danbury,2008,662,231.8
34,Special Education,Special Ed.,Danbury,2009,42,195.1
34,Special Education,Not Special Ed.,Danbury,2009,681,235
34,Special Education,Special Ed.,Danbury,2010,45,194
34,Special Education,Not Special Ed.,Danbury,2010,682,232.8
34,Special Education,Special Ed.,Danbury,2011,37,205.8
34,Special Education,Not Special Ed.,Danbury,2011,743,236.8
34,Special Education,Special Ed.,Danbury,2012,30,203.7
34,Special Education,Not Special Ed.,Danbury,2012,814,235.6
34,Special Education,Special Ed.,Danbury,2013,28,201.8
34,Special Education,Not Special Ed.,Danbury,2013,726,230.2
35,Special Education,Special Ed.,Darien,2006,35,233.1
35,Special Education,Not Special Ed.,Darien,2006,344,268.8
35,Special Education,Special Ed.,Darien,2007,45,223.7
35,Special Education,Not Special Ed.,Darien,2007,342,265.7
35,Special Education,Special Ed.,Darien,2008,41,230.5
35,Special Education,Not Special Ed.,Darien,2008,329,271.3
35,Special Education,Special Ed.,Darien,2009,36,224.9
35,Special Education,Not Special Ed.,Darien,2009,363,265.4
35,Special Education,Special Ed.,Darien,2010,44,224.3
35,Special Education,Not Special Ed.,Darien,2010,316,267.8
35,Special Education,Special Ed.,Darien,2011,35,227.8
35,Special Education,Not Special Ed.,Darien,2011,325,266.6
35,Special Education,Special Ed.,Darien,2012,41,242.2
35,Special Education,Not Special Ed.,Darien,2012,312,270.5
35,Special Education,Special Ed.,Darien,2013,48,228.6
35,Special Education,Not Special Ed.,Darien,2013,376,268.7
36,Special Education,Special Ed.,Deep River,2006,-,-
36,Special Education,Not Special Ed.,Deep River,2006,43,265.4
36,Special Education,Special Ed.,Deep River,2007,-,-
36,Special Education,Not Special Ed.,Deep River,2007,48,261
36,Special Education,Special Ed.,Deep River,2008,-,-
36,Special Education,Not Special Ed.,Deep River,2008,39,246.2
36,Special Education,Special Ed.,Deep River,2009,-,-
36,Special Education,Not Special Ed.,Deep River,2009,51,252
36,Special Education,Special Ed.,Deep River,2010,-,-
36,Special Education,Not Special Ed.,Deep River,2010,49,246.8
36,Special Education,Special Ed.,Deep River,2011,-,-
36,Special Education,Not Special Ed.,Deep River,2011,47,249.8
36,Special Education,Special Ed.,Deep River,2012,-,-
36,Special Education,Not Special Ed.,Deep River,2012,37,266.6
36,Special Education,Special Ed.,Deep River,2013,-,-
36,Special Education,Not Special Ed.,Deep River,2013,47,257
37,Special Education,Special Ed.,Derby,2006,-,-
37,Special Education,Not Special Ed.,Derby,2006,97,225.8
37,Special Education,Special Ed.,Derby,2007,-,-
37,Special Education,Not Special Ed.,Derby,2007,79,234.5
37,Special Education,Special Ed.,Derby,2008,-,-
37,Special Education,Not Special Ed.,Derby,2008,87,235.9
37,Special Education,Special Ed.,Derby,2009,-,-
37,Special Education,Not Special Ed.,Derby,2009,125,227.5
37,Special Education,Special Ed.,Derby,2010,-,-
37,Special Education,Not Special Ed.,Derby,2010,98,234.6
37,Special Education,Special Ed.,Derby,2011,-,-
37,Special Education,Not Special Ed.,Derby,2011,84,229.2
37,Special Education,Special Ed.,Derby,2012,-,-
37,Special Education,Not Special Ed.,Derby,2012,108,229.8
37,Special Education,Special Ed.,Derby,2013,-,-
37,Special Education,Not Special Ed.,Derby,2013,108,231.8
39,Special Education,Special Ed.,Eastford,2006,-,-
39,Special Education,Not Special Ed.,Eastford,2006,-,-
39,Special Education,Special Ed.,Eastford,2007,-,-
39,Special Education,Not Special Ed.,Eastford,2007,-,-
39,Special Education,Special Ed.,Eastford,2008,-,-
39,Special Education,Not Special Ed.,Eastford,2008,22,269.4
39,Special Education,Special Ed.,Eastford,2009,-,-
39,Special Education,Not Special Ed.,Eastford,2009,-,-
39,Special Education,Special Ed.,Eastford,2010,-,-
39,Special Education,Not Special Ed.,Eastford,2010,21,264.1
39,Special Education,Not Special Ed.,Eastford,2011,-,-
39,Special Education,Special Ed.,Eastford,2012,-,-
39,Special Education,Not Special Ed.,Eastford,2012,-,-
39,Special Education,Special Ed.,Eastford,2013,NA,NA
39,Special Education,Not Special Ed.,Eastford,2013,-,-
40,Special Education,Special Ed.,East Granby,2006,-,-
40,Special Education,Not Special Ed.,East Granby,2006,55,252.3
40,Special Education,Special Ed.,East Granby,2007,-,-
40,Special Education,Not Special Ed.,East Granby,2007,74,249.8
40,Special Education,Special Ed.,East Granby,2008,-,-
40,Special Education,Not Special Ed.,East Granby,2008,57,254.2
40,Special Education,Special Ed.,East Granby,2009,-,-
40,Special Education,Not Special Ed.,East Granby,2009,66,260.4
40,Special Education,Special Ed.,East Granby,2010,-,-
40,Special Education,Not Special Ed.,East Granby,2010,75,249.9
40,Special Education,Special Ed.,East Granby,2011,-,-
40,Special Education,Not Special Ed.,East Granby,2011,52,263.9
40,Special Education,Special Ed.,East Granby,2012,-,-
40,Special Education,Not Special Ed.,East Granby,2012,67,252.2
40,Special Education,Special Ed.,East Granby,2013,-,-
40,Special Education,Not Special Ed.,East Granby,2013,51,252
41,Special Education,Special Ed.,East Haddam,2006,-,-
41,Special Education,Not Special Ed.,East Haddam,2006,114,254.1
41,Special Education,Special Ed.,East Haddam,2007,-,-
41,Special Education,Not Special Ed.,East Haddam,2007,84,263.2
41,Special Education,Special Ed.,East Haddam,2008,-,-
41,Special Education,Not Special Ed.,East Haddam,2008,96,247.1
41,Special Education,Special Ed.,East Haddam,2009,-,-
41,Special Education,Not Special Ed.,East Haddam,2009,94,242.9
41,Special Education,Special Ed.,East Haddam,2010,-,-
41,Special Education,Not Special Ed.,East Haddam,2010,75,268.2
41,Special Education,Special Ed.,East Haddam,2011,-,-
41,Special Education,Not Special Ed.,East Haddam,2011,91,257.7
41,Special Education,Special Ed.,East Haddam,2012,-,-
41,Special Education,Not Special Ed.,East Haddam,2012,91,272.3
41,Special Education,Special Ed.,East Haddam,2013,-,-
41,Special Education,Not Special Ed.,East Haddam,2013,76,263.5
42,Special Education,Special Ed.,East Hampton,2006,-,-
42,Special Education,Not Special Ed.,East Hampton,2006,154,253.3
42,Special Education,Special Ed.,East Hampton,2007,-,-
42,Special Education,Not Special Ed.,East Hampton,2007,169,251.8
42,Special Education,Special Ed.,East Hampton,2008,-,-
42,Special Education,Not Special Ed.,East Hampton,2008,154,250.7
42,Special Education,Special Ed.,East Hampton,2009,-,-
42,Special Education,Not Special Ed.,East Hampton,2009,129,249.5
42,Special Education,Special Ed.,East Hampton,2010,-,-
42,Special Education,Not Special Ed.,East Hampton,2010,139,252.1
42,Special Education,Special Ed.,East Hampton,2011,-,-
42,Special Education,Not Special Ed.,East Hampton,2011,140,252.4
42,Special Education,Special Ed.,East Hampton,2012,-,-
42,Special Education,Not Special Ed.,East Hampton,2012,132,250.5
42,Special Education,Special Ed.,East Hampton,2013,-,-
42,Special Education,Not Special Ed.,East Hampton,2013,135,250.3
43,Special Education,Special Ed.,East Hartford,2006,62,166.1
43,Special Education,Not Special Ed.,East Hartford,2006,496,216.8
43,Special Education,Special Ed.,East Hartford,2007,48,173
43,Special Education,Not Special Ed.,East Hartford,2007,475,219.2
43,Special Education,Special Ed.,East Hartford,2008,67,166.8
43,Special Education,Not Special Ed.,East Hartford,2008,460,217.6
43,Special Education,Special Ed.,East Hartford,2009,39,177.2
43,Special Education,Not Special Ed.,East Hartford,2009,441,214.8
43,Special Education,Special Ed.,East Hartford,2010,49,162.8
43,Special Education,Not Special Ed.,East Hartford,2010,479,217.2
43,Special Education,Special Ed.,East Hartford,2011,46,168.2
43,Special Education,Not Special Ed.,East Hartford,2011,432,215.3
43,Special Education,Special Ed.,East Hartford,2012,59,176
43,Special Education,Not Special Ed.,East Hartford,2012,477,224.9
43,Special Education,Special Ed.,East Hartford,2013,49,162
43,Special Education,Not Special Ed.,East Hartford,2013,438,217
44,Special Education,Special Ed.,East Haven,2006,30,188.8
44,Special Education,Not Special Ed.,East Haven,2006,240,229.5
44,Special Education,Special Ed.,East Haven,2007,29,194.3
44,Special Education,Not Special Ed.,East Haven,2007,252,233.2
44,Special Education,Special Ed.,East Haven,2008,32,174.9
44,Special Education,Not Special Ed.,East Haven,2008,243,237.1
44,Special Education,Special Ed.,East Haven,2009,21,200.7
44,Special Education,Not Special Ed.,East Haven,2009,230,234.6
44,Special Education,Special Ed.,East Haven,2010,-,-
44,Special Education,Not Special Ed.,East Haven,2010,207,229.5
44,Special Education,Special Ed.,East Haven,2011,-,-
44,Special Education,Not Special Ed.,East Haven,2011,246,218.7
44,Special Education,Special Ed.,East Haven,2012,-,-
44,Special Education,Not Special Ed.,East Haven,2012,227,230
44,Special Education,Special Ed.,East Haven,2013,-,-
44,Special Education,Not Special Ed.,East Haven,2013,192,230.6
45,Special Education,Special Ed.,East Lyme,2006,26,204.2
45,Special Education,Not Special Ed.,East Lyme,2006,158,256.4
45,Special Education,Special Ed.,East Lyme,2007,-,-
45,Special Education,Not Special Ed.,East Lyme,2007,166,258.9
45,Special Education,Special Ed.,East Lyme,2008,-,-
45,Special Education,Not Special Ed.,East Lyme,2008,179,260.1
45,Special Education,Special Ed.,East Lyme,2009,-,-
45,Special Education,Not Special Ed.,East Lyme,2009,184,256.7
45,Special Education,Special Ed.,East Lyme,2010,-,-
45,Special Education,Not Special Ed.,East Lyme,2010,178,253.8
45,Special Education,Special Ed.,East Lyme,2011,-,-
45,Special Education,Not Special Ed.,East Lyme,2011,188,263
45,Special Education,Special Ed.,East Lyme,2012,-,-
45,Special Education,Not Special Ed.,East Lyme,2012,172,263.2
45,Special Education,Special Ed.,East Lyme,2013,-,-
45,Special Education,Not Special Ed.,East Lyme,2013,167,259.3
46,Special Education,Special Ed.,Easton,2006,-,-
46,Special Education,Not Special Ed.,Easton,2006,119,265.3
46,Special Education,Special Ed.,Easton,2007,-,-
46,Special Education,Not Special Ed.,Easton,2007,116,267.2
46,Special Education,Special Ed.,Easton,2008,-,-
46,Special Education,Not Special Ed.,Easton,2008,121,265
46,Special Education,Special Ed.,Easton,2009,-,-
46,Special Education,Not Special Ed.,Easton,2009,118,267.4
46,Special Education,Special Ed.,Easton,2010,-,-
46,Special Education,Not Special Ed.,Easton,2010,119,268.9
46,Special Education,Special Ed.,Easton,2011,-,-
46,Special Education,Not Special Ed.,Easton,2011,106,272.4
46,Special Education,Special Ed.,Easton,2012,-,-
46,Special Education,Not Special Ed.,Easton,2012,98,277.1
46,Special Education,Special Ed.,Easton,2013,-,-
46,Special Education,Not Special Ed.,Easton,2013,84,270.7
47,Special Education,Special Ed.,East Windsor,2006,-,-
47,Special Education,Not Special Ed.,East Windsor,2006,81,236.7
47,Special Education,Special Ed.,East Windsor,2007,-,-
47,Special Education,Not Special Ed.,East Windsor,2007,106,237.5
47,Special Education,Special Ed.,East Windsor,2008,-,-
47,Special Education,Not Special Ed.,East Windsor,2008,92,232.4
47,Special Education,Special Ed.,East Windsor,2009,-,-
47,Special Education,Not Special Ed.,East Windsor,2009,101,233.3
47,Special Education,Special Ed.,East Windsor,2010,-,-
47,Special Education,Not Special Ed.,East Windsor,2010,100,226.9
47,Special Education,Special Ed.,East Windsor,2011,-,-
47,Special Education,Not Special Ed.,East Windsor,2011,86,243.8
47,Special Education,Special Ed.,East Windsor,2012,-,-
47,Special Education,Not Special Ed.,East Windsor,2012,79,236
47,Special Education,Special Ed.,East Windsor,2013,-,-
47,Special Education,Not Special Ed.,East Windsor,2013,75,244.5
48,Special Education,Special Ed.,Ellington,2006,-,-
48,Special Education,Not Special Ed.,Ellington,2006,179,259.7
48,Special Education,Special Ed.,Ellington,2007,-,-
48,Special Education,Not Special Ed.,Ellington,2007,171,257.1
48,Special Education,Special Ed.,Ellington,2008,-,-
48,Special Education,Not Special Ed.,Ellington,2008,203,253.5
48,Special Education,Special Ed.,Ellington,2009,-,-
48,Special Education,Not Special Ed.,Ellington,2009,182,254.8
48,Special Education,Special Ed.,Ellington,2010,-,-
48,Special Education,Not Special Ed.,Ellington,2010,194,252
